yearmonth,date,reviewID,reviewerID,reviewContent,rating,usefulCount,coolCount,funnyCount,flagged,hotelID,year,month,yearmonth
2009-6,12-Jun-09,JRz3sweYb6K_f1VI5_uxlQ,FUa2UYW8T8SeXtKdDzx3Bw,"I just adore this hotel. It really is gorgeous. I'm a big fan of anything with a great history behind it, and this hotel is chalk full of interesting history. I love the architecture and how I feel like I'm stepping back into the 1940s-1950s whenever I walk the halls with the movie stars from one of the best eras in Hollywood. I've been here twice (though didn't stay the night-my mom did) and I can't wait to go back just to take it all in again. This time I went with my mom, boyfriend, and his mom to wander around and check out all the fancy stuff. There was a wedding reception and a prom going on, so we didn't see the smaller rooms, but we did venture into the Grand Ballroom, and boy was it ever grand! They don't call it that for nothing, let me tell you. The chandeliers were just gorgeous. We wandered all over and encountered the most beautiful piano I've ever seen. Sadly they'd locked it (too many people trying to play it, I imagine), so I didn't get to see what I'm sure are beautiful keys. Sigh. Maybe someday. I'm not entirely sure what Gene is talking about, I have yet to encounter a small room there. We booked a room both times using hotwire and were able to score a $78 (for a saturday and sunday, friday for my bf's mom was $73) deal. Good sized room, double beds, and with a window looking at another wing of the hotel. The only thing I didn't really like was that there was no screen in the window, but as I wouldn't go there with kids, it's not that big of a deal. I can't wait until I can stay there myself (though it'll be a while since I live one el stop away).",4,0,0,0,YR,2m_KBLL9Bk_dwZ5n5b11nw,2009,6,2009-6
2009-10,21-Oct-09,jed,YT-tCQkmqqPJKQeCFGegFQ,"I lived in Chicago for a few years between high school and college (sometime shortly after Gutenberg had printed his first Bible).  I was too young and too poor to enjoy many of the places I would have liked, so when I registered for a huge scientific meeting in Chicago I chose The Palmer House as my hotel. When I was explaining my choice to some colleagues I told them that it used to be very elegant, but now was a little worn and frayed around the edges and the plumbing was a little iffy.  One of the younger members of the group said ""That sounds just like you, Dr. Rick"" to which someone added ""When the hell was Rick ever elegant?"". The service was perfect and the room, albeit small compared to newer hotels, was very comfortable and quiet.  I have a 3G wireless widget  for my computer, so I didn't have to pay for their expensive Internet connection.  A coffee pot would have been nice in the room, but there's a Starbucks on the street level.  All in all, my stay was pleasant and since it's so close to the museums and other downtown attractions I'd stay there again if I had more time to enjoy the city.",3,4,3,3,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,02-Oct-09,9T9jysrm5fqsoKda5iffjw,jHmlmozty9ifc9qjkuHsoA,"Despite the fact that the lobby is quite nice, my room is huge, and I got a reasonably priced air/hotel package, I just can't give this hotel more than 2 stars. I'm writing this review from my hotel room, and am paying $14.95 a day for the internet connection. I guess that's not so unusual, and at least there are three differently priced connection options based on speed (I went for the cheapest). But I just feel nickel-and-dimed! It really started with the $25 extra fee for early check-in (about noon). I've never heard of that before. Kind of ticked me off right when I got here. I was pleasantly surprised to find a huge room. But was very surprised to find a teeny tiny bathroom, especially given the size of the room. The bathroom is so small, that even though I am the only person in my huge hotel room, I can barely get into the bathroom and have to squeeze around the door, then shut the door to have room to stand at the sink, or anything else. But first I have to get the light to turn on, so it is not pitch black when I close the bathroom door. This is a major production since it is kind of stuck in the ""off"" position. To add insult to injury, although there is a magnifying mirror attached to the wall (the kind you can use to put on makeup extra-carefully), it's attached at a height designed for someone about 6 feet tall! Since I'm 4'11"", I can't actually see myself in the mirror. It just taunts me by being there. On to the actual room. Clean. Comfortable. Wait, why am I only giving this hotel 2 stars? Well, there is no coffee maker! I can't remember the last time I stayed in a hotel where there wasn't a small coffee set in the room. I guess they want me to buy the starbucks in the lobby instead. But I was kind of counting on the coffee set to heat hot water, so I could make my Trader Joe's instant oatmeal packet in the morning for breakfast. Hmmm. I guess they'd rather I bought the hotel oatmeal for $5 a bowl. And I also guess I could ask for a coffee set to be brought to my room. Would only cost $8. *sigh* Well, at least I brought workout clothes for the 4 days I'm staying here. At $18 per day (or $45 per 3 days), it's a bit pricey just to be able to work out for a few days, but at least I'll be able to use the spa amenities too, right?. Well, luckily I checked out the fitness center before paying, because I just don't like it. Most folks would probably like it fine, but the elliptical machines (only thing I use) here are *again* made for someone 6 feet tall, not someone my size. And the spa amenities aren't all that appealing. And since there are no 24 hr fitness locations nearby (I'm a member), I guess I brought my workout clothes for no good reason other than to use up the space in my luggage. Okay, this review is getting kind of long, and a bit too whiney. So for my last issue with this hotel - I tried calling the ""guest service hotline"" several different times since I've been here to ask some questions, but I don't think they actually staff the ""hotline"". On four different attempts, I only once reached an actual person, and I let it ring about 20 times each attempt before giving up. Last night all I wanted to know was where I could get some ice. When they finally directed me to the room with an icemaker (near the elevator), it was a room with peeling paint, cracks on the wall, and a flickering lightbulb. Yech. Tonight I wanted to ask some questions about getting back to the airport. I guess I'll just have to figure it out myself.",2,9,2,2,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,19-Oct-09,8OZrjZaTpoHYTyo-DMYJlg,E3Lv8xfI69pF_AW_C8z68A,"When I won this hotel on Priceline with a $70 bid, I was pretty pleased with myself.  The pictures of the lobby looked spectacular!  I wasn't disappointed when I entered the hotel last night - it was super swank-or-rama.  It lies in stark contrast to the rooms, however, which are outdated and unattractive.  My room also smelled of smoke, though it was a non-smoking.  I asked where the gym was, and the concierge said it was on the 5th floor, but that it was closed, and if I wanted to use it it'd be $18 anyway.  Really?  $18 to use the gym?  Sigh.   I decided to go for a run outside (it was only two blocks to Millenium Park) and was chilled when I came back (it was 10 PM in mid-October).  Fortunately, the shower was great - nice and hot with great pressure, in a clean (albeit tiny) bathroom.  Things were OK for a while - I watched crappy movies on Showtime (Bound with Jennifer Tilly and Gina Gershon) since there was no HBO, and eventually crawled into my huge, soft, king-sized bed, sleeping peacefully until I was woken up at six by the phone ringing over and over - in my neighbor's room.  It was a sad morning after that. To summarize: The Pros: Location, nice beds, good showers, pretty lobby The Cons: Ugly, outdated rooms, small bathrooms, paying $$$ for the gym/internet/parking, terrible sound proofing between rooms.   Except for the lobby, this is far from the four star hotel it purports to be.",2,5,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,05-Oct-09,TRQ5YjS2Kh9-Nyx8wlJDHw,NL8ULDSd476vP3PtU4pvfw,"The lobby is beautiful. Other than that, this hotel kind of sucks. Our 14th floor room smelled *really* musty. The bedding would have been beautiful, except for the conspicuous stains on the throw pillows. One can only imagine... No coffee maker in the room! WTF? It was really loud as well. We asked for a room away from the elevator to avoid hearing people trekking in and out all night. But nonetheless, constant noise. And there was some mysterious whirring noise all night long that I think was an ice machine.  Luckily I brought ear plugs. The room looked nice, and the lobby was beautiful, but all-in-all, not a comfy stay at all.",2,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,07-Oct-09,kDoUNssBiFoUJtLmei54RA,rP8ucq6h7B8FsKZlABl-qQ,"The lobby is very nice and quite grand.  But then you get upstairs.  Room is small, old tvs, outdated furnishings, gross looking carpet.  Rooms could definitely do with a facelift. $15 wireless connection seems outrageous when so many places offer for free now.",3,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,15-Oct-09,w0A3VmpDqDTxkMhlOmXupQ,PB9AwM7piDH5H9SYy38FCQ,"This hotel is a wonder of history and metropolitan elegance. Tucked away deep inside ""The Loop"", The Palmer House offers convenient access to just about anywhere in the Chicago Area. This area of the City is really safe, even during the wee party hours allowed in Downtown. There are a number of restaurants and bars within walking and cabbing distance from the Hotel, and a 10 minute walk gets you right to Lake Michigan and Millennium Park.",5,1,1,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,22-Oct-09,GI9edkawbduPx82tLN6vuA,AcMBN_zyK2ol1sacdOrg2w,I think place was overpriced for what I got in return. I felt that the registration counter people were not helpful and not very polite. They failed to mention that the gym cost $18 a day when I called to confirm that they had one. The Starbucks inside the hotel was over priced. It took over 24 hours for them to bring us a cork screw that was requested. They failed to mention that in room Internet was free because of the conference that we were in town for. Be warn the lowest Internet package was $15. The beds were on the small side for full/queen and small sized rooms if you have more than two people staying in the room. I liked the location of the hotel and their maid staff was very friendly but bases that I think I look into another hotel next time I visit.,3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,11-Oct-09,9MDDrl1Mi9n8Uyk-vNBjmA,HrlSCys80wljul75YbMALQ,"Horrible!!! Do not stay here!I got the hotel on priceline for a good price and had nothing but problems from the beginning. First of all, I called after getting the hotel on priceline to request a non-smoking, king sized bed room. She told me they did not have any king beds, but could give me a non smoking room and negatively refered to the fact i got the room off priceline several times.  When we got to the hotel, we asked the man who was helping us at the front desk if there were any king beds and he said he had plenty and switched us.  We got into the room, it was VERY small, there was a red stain on the wallpaper on one wall and on the other wall the wallpaper was coming off the wall.  The carpet was dirty and we both slipped on the very slippery bathroom floor.  I wanted to use the gym, but was told it was $18.00 a day to use it and the internet was another $ 14.00.  On top of that, you are charged for parking (either valet or in the garage) by the day (between $40 and $51 dollars a day)!!! They do not validate. This hotel is WAY, WAY overrated!! They nickle and dime you for everything and the rooms are NOT nice or clean.  We drove across cou try and stayed in several different hotels during our trip and I have to say this hotel was by far the WORST! My husband and I are both doctors who travel a lot and we will definately not be coming back to this hotel nor will we be recommending it to anyone.",1,0,0,0,Y,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2009-10,21-Oct-09,jed_BPMeFS06VPcd99VLwg,YT-tCQkmqqPJKQeCFGegFQ,"I lived in Chicago for a few years between high school and college (sometime shortly after Gutenberg had printed his first Bible).  I was too young and too poor to enjoy many of the places I would have liked, so when I registered for a huge scientific meeting in Chicago I chose The Palmer House as my hotel. When I was explaining my choice to some colleagues I told them that it used to be very elegant, but now was a little worn and frayed around the edges and the plumbing was a little iffy.  One of the younger members of the group said ""That sounds just like you, Dr. Rick"" to which someone added ""When the hell was Rick ever elegant?"". The service was perfect and the room, albeit small compared to newer hotels, was very comfortable and quiet.  I have a 3G wireless widget  for my computer, so I didn't have to pay for their expensive Internet connection.  A coffee pot would have been nice in the room, but there's a Starbucks on the street level.  All in all, my stay was pleasant and since it's so close to the museums and other downtown attractions I'd stay there again if I had more time to enjoy the city.",3,4,3,3,YR,2m_KBLL9Bk_dwZ5n5b11nw,2009,10,2009-10
2010-7,08-Jul-10,qENwuXJ4,qExR8NN0q7PZBQpNOL_VZw,"Really pretty hotel! Walking in and seeing the reception/ bar area it's rather breath taking. Painted ceilings and just really pretty architecture inside. The halls to the rooms are a bit confusing as we got lost on our first go round, but all the maids in the hallways working were super friendly and directed us correctly. The room was really cute and very spacious. We had a double bed room and it also came with desk, a large comfy chair and ottoman. TV was old school CRT but no big deal. I peeked into other rooms as we would walk around the halls and some were not nearly as large and others appeared to have rooms within rooms. Bathroom was pretty standard and the tub made me feel claustrophobic without a curved shower rod. The bed was comfortable and I really liked all the decor of the hotel inside rooms and inside the halls. We had an issue with the shower and the maintenance guy came right away and we also got extra towels very quickly after requested. Concierge was super helpful and friendly and booked us our tour bus tickets online to save us 10%. Also, great people watching in the bar area. Careful though, I got caught checking someone out. http://Embarassed.com I enjoyed my brief stay here and found the location to be very convenient.",4,2,3,3,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,17-Jul-10,vp0eumnnkQec8aXLR2wkCA,3nD6vua8JAQq-AKViepVow,"I spent a few years working in hotels before moving becoming a meeting planner so I feel like I can give a fair judgment of a hotel and I am just not sure I would return to the Palmer House. I understand it's a historic hotel, however I was in room 21-167 and beside the room being the smallest hotel room I've ever been in I don't think it was maintained very well. The carpet is worn and and needs replacing (felt the same about the hall and elevator landing) There was black hair on the shower walls, mildew on the shower grout, trash BEHIND the trash can in the bathroom, and it looked like the bath amenities had been used and not replaced. The woman who checked me was was in training according to the badge she was wearing but it took her forever to check me in, she didn't say more than 2 words to me so it was mostly awkward silence. The remote in my room didn't work and when engineering came up with a 2nd one that didn't work. I was told that they were in the middle of a shift change so someone else would have to come up and it took almost 30 mins, that guy brought a remote & did something to the TV before telling me it was fixed (I was working at the desk). However, when I went to turn the TV off the 3rd remote wasn't working either. Because I arrived at 1:30pm, left at 4pm, returned at midnight and went straight to bed, got up at 6 am and left at 6:30 for a flight I didn't say anything to the hotel, it just wasn't worth the hassle of moving. However, if I had been there any longer I would have complained to the front desk. No wireless Internet in the guest rooms. They get 3 stars because: Convenient location, the doorman who got me the cab to get to the airport was very friendly, and the 3rd star out of hope that I just had an off experience. The hotel has a ton of history in it and has been around forever, plus it's a Hilton which is an overall good brand.",3,1,1,1,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,28-Jul-10,x36qTpNB01HH64sb,i-Ry197kaQ3xuQKkN5nksQ,"Gorgeous hotel, holy crap.  I was pretty in awe when I walked in the doors.  The location is truly wonderful and central.  The staff was very professional and helpful. I've stayed in quite a few hotels while in Chicago, both upscale and not-so-much, and this one has been my favorite.   My only complaint is the layout is a bit confusing and took me about 1.5 days to figure out.",4,1,0,1,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,13-Jul-10,K3vE8f0DrD57hr00ahJ,X4yDntO5EhsRVYZraEvc-g,"3.5 Stars - We stayed here for three nights on our recent trip to Chicago. $200/night, they put us on the HIlton Honors floor (#15)- nice n quiet- we were on the inside rooms so no city view, just a view of the workout room- wah Room was decorated in 20's Art Deco style with lime green accents and the ever present Peacock theme that is evident in the whole hotel. King sized bed, crib was in room as requested, no feather pillows as requested, got to use the short check-in line as an Honors member...room was clean and the daily maid did a wonderful job upholding that standard!! All in all a good experience in a great location 2 blocks walking from the lakeshore. Details: Pool- indoors, good...super small for such a huge hotel,add in a few unruly teens and some crappy parents and you have an unusable pool for a baby=bad  Good thing they have GREAT BEACHES in Chicago! Dennis was always at the door, helping to  get us cabs and assistance getting our bags upstairs. I think his title should be  Chicago Ambassador, as he recommended the absolute best beach for us to go to with a young child and seemed to be able to make conversation with pretty much anyone.  Good asset to the hotel. The Bathroom- normally I give Hiltons 5 stars but they fell down on the bathroom. Granite and tile with the oversized bowl sink...stylish but MAN WAS THAT SPACE CRAMPED. There was no countertop, so nowhere to put our deoderant, makeup, etc except on the back of le toilette, which isn't very sanitary, no? This did not feel like a $200/night bathroom Starbucks inside, nice to have so convenient although servers were a little curt and super slow for coffee shop workers (maybe they are immune to caffeine at this point) Ambiance- the lobby and hotel itself is truly big-city magnificent - there was a wedding there while we were there and I can understand why - the work on the ceiling was done by a guy who worked on the Sistene Chapel and there are works of art all around. - If we had just come here for drinks and dinner I would have given this place 5 stars easily for environment alone. Elegant. History- they have the pictures of all of the performers around the hotel, great names that everyone recognizes who came to perform back in the day- the peacock door has a placard next to it explaining the history...just cool to be in a place that's been around so long, it was around when they hosted the World Fair- that's OOOLLLLDD,. Room service- GREAT caesar salad but a salad, club sammie and mac n cheese bites plus two drinks cost $91 - really? Yikes, next time Imma take my lazy pants downstairs and next door Internet Access- I brought my laptop but they tried to charge me $7.50/hour or $15/24 hrs for internet access -There was NO WIRELESS and that's WAY too much to charge me for a basic service- I need internet to check flights, do some work, stream my kid's Dora movies....Even the Best Western gives it for free, what's up Hilton? Don't be cheap with me, I'm not cheap with you or your employees. Yes I'd go back but there's something like 5 Hiltons in Chicago so next time we're likely to try another one.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,02-Jul-10,YGUmC96pL4vgN6DWLP3vpA,xicUX7Z7LNVzaUQluEW26w,"Beautiful and sophisticated hotel located center of Downtown. Great for couples, families, or anyone! Grand entrance doors and staff to provide good 'ol service. The rooms are very spacious. I was accommodated within a one king bed suite and the decor was beautiful: furnished with green, browns and other vibrant colors! Window looked out to Downtown, so it was cool. Has a restaurant in the lobby called 'Lockwood'. Check out my review for that restaurant: http://www.yelp.com/biz/… Also, great shopping accomodations including a friendly lady by the jewlery shop. Awesome discounts!",5,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,07-Jul-10,8g4m7ox2izf3EPoPzVVxVw,Zpgat943A1KQLjOru29NaA,"The Palmer House is a beautiful, classic Chicago hotel.  The lobby is spectacular and the rooms are always spotlessly clean and very comfortable.  The staff is friendly and I have had 2 good stays here  -- once for work and once on vacation.   The reason that I am giving three stars is that I can't believe that they don't have free wi-fi.  In fact, they don't have wireless internet at all!!  I understand that the hotel is a classic, old building but if you have electricity and running water, there is no reason not to provide wireless internet.  And at they prices they charge for one night, it just doesn't make any sense.  During my most recent stay here, I decided that I would just suck it up and pay for the wired internet in the room to do some work only to find that the cord was broken and wouldn't stay connected to my computer without some MacGyver-like maneuvering with duct tape that I was just not in the mood for.  Sigh.   As beautiful as this hotel is, I probably won't stay here again because of the internet situation.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,21-Jul-10,8f-z,5SVBwhyusvqFoylGBa2mqw,"Fabulous!!  They now have a Starbucks in the building for coffee in the morning!!  The lobby bar is a gorgeous place to go and just relax.  It almost makes you want to put on that ballgown and head to a party.  The rooms are very comfortable, the beds felt so cozy, and all the extra pillows made everything feel like home.  It seems as if everything is within walking distance, or at least a short cab ride away.  The history of the building is seen in every turn, and it is exquisite.  I could live in this hotel.  It is one of my favorites.",5,1,1,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,20-Jul-10,1aDPCNA5ziteRgSpjSqRTg,BlXEhz27CNAvzz1iNJvXJw,"The main lobby is beautiful and like a museum. It is a must see for anyone who appreciates architecture. I've eaten at Lockwood and the food was OK but not great and never stayed in the rooms. However, I highly recommend a drink in the main lobby bar. They don't make 'em like this anymore.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,16-Jul-10,jy3Bj3wGZ3YLEtswLv5ekQ,bgjIlg-TvdsDFqdCBjA6_A,"3.5-The Palmer House will not disappoint you in the realm of aesthetics.  The Palmer House has a beautifully painted ceiling that was restored by one of the same artists that restored the Sistine Chapel ceiling.  The light fixtures and the ambiance is incredible.  You will see bellhops and a few stores in the hotel (including Starbucks).   The negatives go with the rooms mainly.  The room that I stayed in was a little small, and it had a smoke smell even though it was supposed to be non-smoking.  In addition, the bathroom and decor did not look very well kept.   For the price that you pay to stay at this hotel, more amenities should be included in the price.  You will have to pay for wi-fi and the business center. The location of the hotel is convenient.  You can walk to shops and to the Millenium Park to see the Cloud Gate (o.k. no one calls it that...aka the 'silver bean').  I gave it a 3.5 due to these factors.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,22-Jul-10,Th17605UlTf4PDoVRvOuXA,T6ZcIaSE5TiFvRzXwUwKCw,"So, I really wanted to love this place and my initial impression was fantastic. The lobby is beautiful & luxurious and I couldn't wait to check-in and relax in our room. And here's where it all went downhill. The front desk clerk was a little on the snippy side. We were given our keys and sent on our way only to find that she had given us a room with ONE double bed which is not what we had reserved.  You would think the front desk clerk would have thought something was amiss when she checked us in.  My husband was standing right there and at 6'6 would barely fit in that bed by himself, let alone the both of us.  I immediately called down only to be placed on hold for an eternity so the manager could be consulted.  The manager never even bothered to speak to us to apologize and had the clerk handle it. I had to tell them that I had the printed documentation/receipts that proved we were guaranteed more than that. At this point, the only room available was a handicapped room with 2 double beds. At least one of us wouldn't have to sleep on the floor. By the way, the first room we were given was quite shabby and on par with a ""Days Inn"" level. The wallpaper was peeling. The furniture looked old & worn. The second room looked like it was more recently updated but still lacked the oomph that nice hotels should have.  It was a failed attempt at replicating the look of Kimpton Hotel properties.  The TV was extremely dated.  No wifi!!!!!! In this day & age???? And, of course, they charge for it. And they charge for the use of the gym!!!!!! Seriously? How can you give your customer subpar accommodations & claim to be a luxury hotel? The only reason they get 2 stars is because of the lobby, friendly bellmen and location.",2,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,07-Jul-10,TCOPwhP3M0EqCJcT2_qwhA,AByDZRWlh1GSjPYtsVkTtA,"Walking into the main lobby of the Palmer House for the first time is a great experience. Everything is beautiful with high open ceilings, historic woodwork and molding, great fixtures and tapestries. This is definitely a historic place in Chicago that anyone visiting should see.The hotel is close to many great things in Chicago. We came to see a concert at the Chicago Theater and it was an easy walk to there.I'm giving it three stars because we booked our room online and it was supposed to be 2 queens. When we arrived, we were notified that they had awarded all the 2 Queen bedrooms to Hilton Honors members and all they had left was single King rooms. I was with a relative, and we decided we could bare sleeping together for one night. When we arrived in the room, it looked as though this was at one time a janitor's closet converted to a bedroom. The room was absolutely tiny. Our bed took up most of the room and there was very little space to walk around or place our bags. The mini-fridge didn't even open all the way because it hit the end of the bed. Plus, our mini-fridge wasn't even working.Sooo....unless you're a Hilton Honor's member, I would be leery of booking rooms here. There are no guarantees and it definitely felt like they treated people who booked from on-line discount sites (such as http://hotels.com) as second class citizens. Still, if you can get a good deal I would recommend you give it a try because it is such a beautiful and historic building.",3,0,0,0,Y,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,08-Jul-10,qENwuXJ4_-_5HBDuBV9CVQ,qExR8NN0q7PZBQpNOL_VZw,"Really pretty hotel! Walking in and seeing the reception/ bar area it's rather breath taking. Painted ceilings and just really pretty architecture inside. The halls to the rooms are a bit confusing as we got lost on our first go round, but all the maids in the hallways working were super friendly and directed us correctly. The room was really cute and very spacious. We had a double bed room and it also came with desk, a large comfy chair and ottoman. TV was old school CRT but no big deal. I peeked into other rooms as we would walk around the halls and some were not nearly as large and others appeared to have rooms within rooms. Bathroom was pretty standard and the tub made me feel claustrophobic without a curved shower rod. The bed was comfortable and I really liked all the decor of the hotel inside rooms and inside the halls. We had an issue with the shower and the maintenance guy came right away and we also got extra towels very quickly after requested. Concierge was super helpful and friendly and booked us our tour bus tickets online to save us 10%. Also, great people watching in the bar area. Careful though, I got caught checking someone out. http://Embarassed.com I enjoyed my brief stay here and found the location to be very convenient.",4,2,3,3,YR,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,28-Jul-10,x36qTpNB01HH64sb_iEqLg,i-Ry197kaQ3xuQKkN5nksQ,"Gorgeous hotel, holy crap.  I was pretty in awe when I walked in the doors.  The location is truly wonderful and central.  The staff was very professional and helpful. I've stayed in quite a few hotels while in Chicago, both upscale and not-so-much, and this one has been my favorite.   My only complaint is the layout is a bit confusing and took me about 1.5 days to figure out.",4,1,0,1,NR,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,13-Jul-10,K3vE8f0DrD57hr00ahJ_Hg,X4yDntO5EhsRVYZraEvc-g,"3.5 Stars - We stayed here for three nights on our recent trip to Chicago. $200/night, they put us on the HIlton Honors floor (#15)- nice n quiet- we were on the inside rooms so no city view, just a view of the workout room- wah Room was decorated in 20's Art Deco style with lime green accents and the ever present Peacock theme that is evident in the whole hotel. King sized bed, crib was in room as requested, no feather pillows as requested, got to use the short check-in line as an Honors member...room was clean and the daily maid did a wonderful job upholding that standard!! All in all a good experience in a great location 2 blocks walking from the lakeshore. Details: Pool- indoors, good...super small for such a huge hotel,add in a few unruly teens and some crappy parents and you have an unusable pool for a baby=bad  Good thing they have GREAT BEACHES in Chicago! Dennis was always at the door, helping to  get us cabs and assistance getting our bags upstairs. I think his title should be  Chicago Ambassador, as he recommended the absolute best beach for us to go to with a young child and seemed to be able to make conversation with pretty much anyone.  Good asset to the hotel. The Bathroom- normally I give Hiltons 5 stars but they fell down on the bathroom. Granite and tile with the oversized bowl sink...stylish but MAN WAS THAT SPACE CRAMPED. There was no countertop, so nowhere to put our deoderant, makeup, etc except on the back of le toilette, which isn't very sanitary, no? This did not feel like a $200/night bathroom Starbucks inside, nice to have so convenient although servers were a little curt and super slow for coffee shop workers (maybe they are immune to caffeine at this point) Ambiance- the lobby and hotel itself is truly big-city magnificent - there was a wedding there while we were there and I can understand why - the work on the ceiling was done by a guy who worked on the Sistene Chapel and there are works of art all around. - If we had just come here for drinks and dinner I would have given this place 5 stars easily for environment alone. Elegant. History- they have the pictures of all of the performers around the hotel, great names that everyone recognizes who came to perform back in the day- the peacock door has a placard next to it explaining the history...just cool to be in a place that's been around so long, it was around when they hosted the World Fair- that's OOOLLLLDD,. Room service- GREAT caesar salad but a salad, club sammie and mac n cheese bites plus two drinks cost $91 - really? Yikes, next time Imma take my lazy pants downstairs and next door Internet Access- I brought my laptop but they tried to charge me $7.50/hour or $15/24 hrs for internet access -There was NO WIRELESS and that's WAY too much to charge me for a basic service- I need internet to check flights, do some work, stream my kid's Dora movies....Even the Best Western gives it for free, what's up Hilton? Don't be cheap with me, I'm not cheap with you or your employees. Yes I'd go back but there's something like 5 Hiltons in Chicago so next time we're likely to try another one.",3,0,0,0,YR,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-7,21-Jul-10,8f-z_mprl8Fj8-ILKBlFiQ,5SVBwhyusvqFoylGBa2mqw,"Fabulous!!  They now have a Starbucks in the building for coffee in the morning!!  The lobby bar is a gorgeous place to go and just relax.  It almost makes you want to put on that ballgown and head to a party.  The rooms are very comfortable, the beds felt so cozy, and all the extra pillows made everything feel like home.  It seems as if everything is within walking distance, or at least a short cab ride away.  The history of the building is seen in every turn, and it is exquisite.  I could live in this hotel.  It is one of my favorites.",5,1,1,0,YR,2m_KBLL9Bk_dwZ5n5b11nw,2010,7,2010-7
2010-11,08-Nov-10,1V,5qDIr_wCCoLMrHDHoB_pNQ,"I would totally stay here again if I got another sweet deal via Priceline or such. Go lower than you'd think! It's got a happening lobby where the bar and restaurant are integrated and it's energetic to say the least, even on Thursday nights. Old school glam... our double had two full bathrooms included, and the materials are heavy, rich fabrics. *I'd avoid valet if you can... you can park 24 hours and go in and out as much as you'd like, but it's $51.",4,1,1,1,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,11,2010-11
2010-11,19-Nov-10,EBL,eh03Ytv4exbW33L2erx1kA,"Kind of weird interior.  Almost reminded me of a funhouse, all the uneven floors and stuff.  My room was tricky to get to but  huge when I got there.  The light switches and some of the fixtures could be updated to be a little more useful but the bed was comfortable and the bathroom was classy.  I was here for a roller derby tournament and I am not quite sure that they were ready to be invaded by that.  But to their credit, they did quite well at managing both a formal wedding and a large gang of after-party attendees waiting for their party to start. Parking sucks.  30 bucks a day to park yourself, 50 to have them park it.  I wish I had parked somewhere else and taken the train in, every line stops right near there since it is in the loop.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw,2010,11,2010-11
