date,reviewID,reviewerID,reviewContent,rating,usefulCount,coolCount,funnyCount,flagged,hotelID
06-Jun-11,FliRxj4NrYVR,bXmJD9Xcr8H1wgIkjC1Blw,"If you are offered an upgrade to the executive floor for $19, take it.   The regular rooms are TINY.  The rooms are ok as far as style goes, just a little outdated.  Old, CRT TV's, no wifi in the rooms, and the bathrooms need major overhauls.  The showerheads are out of a dollar store with lousy pressure and the sealant around the tub and toilet was peeling up or missing. The staff was great, 'nuff about that. Wifi is sold by the hour in the lobby, $7.  Wired internet is available in the rooms for $15-20 a day. The hotel overall is very nice, there is a CVS and parking across the street.  We may come back, but not to the regular rooms.",3,2,1,1,N,2m_KBLL9Bk_dwZ5n5b11nw
25-Apr-11,EC,ZYZNcugF3xUEGyLOVGiZ0Q,"I love old. The history, the people who have gone there before me, the beauty and grandeur of a time gone by, these are all things that draw me to historic places and hotels. The Palmer House Hilton is no exception. Its perfect location close to Millennium Park, nearby shopping, theaters and all that Chicago has to offer makes it a perfect choice when in Chicago. Built in 1871, the Palmer House still exudes the charm and grace of an era gone by. The lobby is breathtaking with it's soaring ceiling painted in 1900 (one of the most photographed ceilings in the world) and the gilded figurines done by Tiffany oh so many years ago. It's quite splendid. As for the rooms, they are okay. They have been upgraded over the years but know given the size of this hotel (over 1600 rooms) that this place gets alot of use so some areas feel a little worn out. On this visit- my room with the soaring ceilings had a large king bed (with some comfy linens) and the bathroom was recently redone. On the down side- there is no coffee maker in the room (it's a Hilton- what Hilton doesn't have free coffee?) they charge a daily fee for Internet use, the TV is bulky and old, there is no mini bar, and because it is an old building, the rooms can greatly vary in size. But here's a trick. If you want those big fluffy towels that I've come to expect from the nicer hotels, tip your housekeeper. The first day I was here- the towels and toiletries were functional but not fancy. Day 2, after I tipped the housekeeper? Sumptuous thick towels and upgraded toiletries. Coincidence? I think not! If you want a drink- try Potter's Bar. And for breakfast, lunch and dinner- Lockwood Restaurant located in the beautiful lobby is open. While there may be a line for weekend breakfast- tell the hostess that you are fine with the communal high top table and you will be seated immediately! Room rates vary so do a bit of negotiating and you should be able to get a competitive rate to other places in the city. And leave the car at home. Valet runs $61 a day (with in and out privileges) or you can park it yourself for about $15 less at one of the nearby parking garages (my favorite is one block south on Adams) It's a piece of Chicago history- still vibrant today. I love the photos of all the famous people who once played in the Empire Room that line the halls of this hotel. I love the opulence and grandeur that are the public spaces. I love afternoon tea in the beautiful lobby. And if I close my eyes, I love that I can almost see the generations that have gone here before me.",4,5,3,0,N,2m_KBLL9Bk_dwZ5n5b11nw
23-May-11,uz4iW17Louqcc-kZ,vKUlUXLVylwdttu7h1_Y5Q,"Ok, so I'm admittedly an architecture and history freak.  This place had me sensory functions hitting all cylinders!  The lobby has an incredible ceilings that words really can't describe.  Every nook and cranny of this place had such great architectural detail it was just overload for me.  Freaking OVERLOAD!  It wasn't just old school stuff either, there was a mix of touchscreen monitors for flight schedules (how cool is that?) and updated elevators so they weren't slow as molasses.  Nothing worse than a slow elevator in an old building.   The Lockwood Restaurant provides a nice bar on the main lobby area and you can catch a great cup of coffee at Starbucks downstairs at the street level. The most amazing thing was every time I would ride the elevator and people would get off on their floor I would notice that every elevator lobby on each level was different and had it's own design.  Whether it was a piano as the main piece or a circular couch, each lobby had a unique flair. On top of all this, this hotel has been privileged enough to have guests such as Mark Twain and many great presidents and one stay and you will realize why.  Simply amazing!",5,2,1,1,N,2m_KBLL9Bk_dwZ5n5b11nw
19-Jul-11,7CO1pU8fdpP7nbze4AhLWA,FEzuJ7zyXkJ6sE0wkC5Siw,"Golden peacock embroidered doors and bright hollywood like blue illuminous lights entice you, elegantly into the world of the Hilton. Not just any Hilton but the Palmer Hilton. Door men available 24/7 becking to your every call, every eyelash, every breathe. Monroe street, named after one of the most iconic women in the world, her beauty bedazzled and created a vision. A vision many like to recreate, renew in her honour. The same can be said by the centre piece- A golden statue of Romeo and Juliet. This hotel was made in the name of love. Sure the ending was no fairytale, but what real life story is? Its the journey that counts...I dont think any couple could put that across better. This is what the Palmer is about, falling in love and leaving. The lobby was sensational, something a Leonardo Di Vinci would be proud of. In fact I don't think I'd be surprised if someone said he heard this place was being constructed so he came to life to leave his final masterpiece. A bold statement I make, true as hell I mean it. It wont disappoint you. A historical fact about this outstanding and prestigious hotel, Its the birthplace of elevators. That's right, the man that constructed this hotel had a dream. To build a hotel that kissed the sky and gave people a taste of heaven, in the most versatile, incredible city in the world- Chicago. The winds may shake my faith, they may shake my soul...But the windy city will not shake my love for it.",5,0,3,1,N,2m_KBLL9Bk_dwZ5n5b11nw
28-Jun-11,ZPwC088xWS1TZ5jnd5E0dg,5MZGcmlojIXaPIZwT5pWnQ,"If you don't stay here, do walk in and see the lobby. Stay for lunch or just a glass of wine. It is one of those amazing grand old hotel lobbies. Plus the food is good and the service great. Second, if you want a hotel with a great gym, this place gets $10 more from you but it is a great big gym with tons of stuff. Plus the space is cool- they covered a section of roof amongst the towers, so it has a dramatic feel. And great gear and a lot of it, In addition to hitting you up for the gym, they also get $9.95/day for the Internet- and it is a wire. I had to work so plugged in laptop and played Netflix on the iPad at my desk, versus the usual sprawl on the bed in front of tv (and their tv's are old). Room-service service good, food OK. Comfy bed. Pretty deep tub that is bath worthy if you have such an inclination. Quiet.   The rooms aren't luxe but are nice. It is a great location. Orange line drops right across the street if you fly and train in from Midway.",4,1,1,0,N,2m_KBLL9Bk_dwZ5n5b11nw
24-Mar-11,0,_LyPshyvi6c1wT9v1e2OPg,"Oh my God.  This place is SWANK.  And not trashy swank like Vegas, but I'm-from-old-money-so-suck-my-balls swank.  And that's definitely a good thing.  We felt like such hobos with our non-designer suitcases and 3 duffel bags full of beer.  I mean, valet parking alone was $60.  They mean business! I don't know how she did it, but one of my fellow bridesmaids got us a room for $95 a night.  Holy bajeezus, man.  Nothing skews your sense of power more than a high class hotel room for that little money.  I wanted to freak out and just start breaking things, rock star style. ANYWAY.  My only gripe with the room is that there's no mini fridge.  Wtf?  How's a girl supposed to keep her liquor chilled?  We made do with a bathtub full of ice.  Incidentally, we also couldn't get the drain to stay plugged, so I guess fun sexy bath time is a no-no.  On the plus side, the closet is huge.  So big, in fact, that we made our guy friend sleep in there.  He loved it, haha.",4,4,1,5,N,2m_KBLL9Bk_dwZ5n5b11nw
19-Apr-12,DQKF2VZEoILXXSJOoCKJXg,ezeNR79AyHxrMRTW9UwG4g,"Location is great.  I got upgraded to an exec room where you take a special elevator, it made me feel cool, so maybe that's why I give 5 stars :)  The inside is very pretty and fancy and the rooms are your standard hilton type rooms which are nice.",5,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
29-Apr-12,GZpTwDyNxmjAiSgSMWx7pg,vrLS2nLGDzSrlMgSGzh-UA,Beautiful hotel even if the executive rooms are a bit small.. just adds to the charm!,4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
17-Aug-11,lY8CQ4b7yqdT0XLTM6vijw,hYPVPwbAdcaPeqJ2N_PAcA,"Talk about strong energy, check out The Empire Room, their historic show room circa 1910, Liberace,, Durante, Sanatra and Sofe Tucker have graced that stage. Located just off the lobby and up the Grand Staircase. If the walls could talk, I'm sure you could sit and listen for years. Very Nice Historic Hotel, Very Small Rooms, tiny bathrooms, but, the service was wonderful. The Vibe, It's there ! This hotel was featured in the 2007 Movie ""The Fugitive""",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
08-Mar-12,xKDturq5wECRM,cXvsJzq3EHRyIXLHWJ0RiQ,"Do you like small, confined areas? I have a deep appreciation for the Palmer House for its historical significance, but not for the insignificance of the size of the rooms. The interior of this hotel is something to truly marvel at. The rooms are small, so get ready to get packed in if you are staying here or plan on spending your time outside of your room. The hotel is in close proximity to most everything downtown, so you will not have trouble getting around. I'd suggest stopping for a drink at Potter's or dinner at Lockwood restaurant, but not actually staying at the hotel.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
06-Aug-11,eCYxJr6XVxNJvo-yBdvhlw,Ud8tcgnxp0w0qBtXt_DKOg,"Walked into the lobby and the first thing I thought was, ""Wow, this is LUXURIOUS.""  This place was way more elegant than I expected.  Nevertheless, it was a great place to stay.  Our room was huge with plenty of floor space and had two bathrooms...sweet!   Location was GREAT!  The hotel was within walking distance from Millennium Park, which was exactly what we were looking for.  The hotel staff was very friendly, accommodating, and helpful.   Downside:  Overnight parking was a b*.  The hotel charged some ridiculous amount for valet, so instead we circled the area to find a nearby lot.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
05-Feb-11,sENJasC9pHZmZuv5LLUhJA,mwRBFkkoJwJ6EyPSXL8LtQ,"Wow. I'm a Diamond Hilton Honors member so I arrived, got an upgrade to the Executive Level and a fabulous rate on a good-sized room with free internet. The Executive Level offers the beautiful people complimentary coffee and a light breakfast, sodas, bottled water and snacks in the evenings. There is a cash bar. I would have liked free drinks but that would have been too good to be true. The lobby is beautiful and romantic and I enjoyed a few cocktails at the Lockwood bar in the lobby.  Every staff member was smiley and friendly and helpful. I had a little orgasm in my pants over the whole experience!  I stayed for three nights and I cannot wait to go back.",5,3,1,3,N,2m_KBLL9Bk_dwZ5n5b11nw
09-Apr-12,frCJmvrgtX3K2vUc0CGOXw,SFvPwc2qnmLIZohcW3ZVEA,Beautiful hotel. Perfectly located. The rooms although stunningly decorated are a bit small. This is a hotel to visit if you want the extravagant atmosphere. It is very large and although there are many entrances and exits (it covers an entire block) it is a bit like being a hotel hostage. There is a starbucks and many other shops to enjoy which is nice.,4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
29-Sep-11,UT7tzqaxEhQG2Y8fHqisZg,BTIu4M6Jb-284Yupnj0vBw,"The only thing I liked about this hotel was the lobby. I went to Chicago for a cousin's wedding and we decided to stay at the palmer house because it is such a historic place. When we first got there we stood in a long line to check in and when I finally got to the receptionist he was not very friendly and freaked out when the reservation was under my moms name and not mine and made my mom come down out of her room to confirm I was telling the truth. Anyway when we got to our room it was rather small. No coffee pot, no fridge, a large old box TV. The room was clean but nothing special. When I was getting ready for the wedding I needed to blow dry my hair and the blow dryer in our room didn't blow hot air so I had to go to my moms room to get a blow dryer. This gets me to my next point: THE ELEVATORS SUCK! Well first off all they put me on the 12th floor and my mom and her husband on the 18th floor. Not necessarily a big deal but the elevators at the palmer house are in three different groups and go to three different groups of floors. What I mean is in the lobby I had to get in the elevators for floors 10-15 and my mom got in elevators for floors 16-20 or something like that. So every time I needed to go to my moms room or vice versa I had to go all the way down to the lobby and then catch the other set of elevators to her floor. HUGE PAIN IN THE ASS! Also because we were there for a wedding, I was supposed to receive a gift bag with snacks and info about the wedding. Well I never got mine and I spent 20 minutes running all over the hotel looking for it with no success. Also at the Palmer house if you need to use a computer or the internet you have to pay a big price. Anyway my mom had to do a reading in the wedding and she lost the piece of paper so I went down to concierge and there were about three of them standing around doing nothing and I asked if they could print this off for me really quick because it was an emergency. They rudely told me to go to the business center and print it off myself. Anyway the service in the lobby SUCKED. However I will say that the cleaning staff was extremely friendly and helpful. Usually when I stay in a hotel just one night I don't need the staff to clean my room so I put the DND sign out. Well we were leaving to go see the sights one morning and the cleaning lady was right there and said oh I was about to clean your room and we said it was fine and then she suggested to give us at least a set of clean towels. VERY NICE CONSIDERATE CLEANING STAFF. Also avoid the restaurant they have in the lobby. The Lockwood I think. Horrible experience. See my next review. But I probably won't be staying at the Palmer House Again. There are many much nicer hotels in Chicago that offer fantastic customer service. And I only gave them two starts because the lobby is beautiful and the housekeeping staff rocks!",2,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
07-Apr-11,FYmE3ukyH4bj5KxWNn8ZoQ,qUDFSTZjLhiVXofwWNFQgQ,"Cons: I got a great deal to Palmer House, which is why I stayed there. Before my trip I added a day to my reservation... That caused an issue. When I got to the hotel they couldn't find my extra day, which was cool because they eventually found it. I was told it would be corrected in the system and put as one reservations rather than two.. Great... that is until I tried to get into my room at like 1am and my key wasn't working! Apparently the woman forgot to fix the error in the system & I was checked out. That was fixed and they checked me back in after about 30 minutes. Next they didn't clean my room the day of the ""check-out situation""... I don't know if it is because no one was supposed to be in the room, but I think that it's disgusting. I was annoyed to enter my room and see my bed still unmade and no new clean towels and wash cloths. Lastly, I was supposed to receive a non-smoking room and received a smoking room. By the time I checked into the hotel I was so exhausted from work & my flight that I didn't even care and bought a candle to try to help the smell of the room. Pros: Nice Lobby, Decent rooms, Lounge/Bar in the lobby, Comfortable bed, Crabtree & Evelyn products in the bathroom.",3,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
25-May-11,IwD10pQ1ZPKQigyvIswdNw,Gpw5deObtVBwlFeKOvjIwg,Great location and nice ambiance! The gym is one of the best hotel fitness centers I have seen. It's a great place to bring clients for a drink. Service is generally slow.,3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
26-Jan-12,BZ5a4yVcnamG6xkseeR2,M45s-EOwK4H7zT51uGxbvw,"Went here for tea.  We had a groupon.  Of course, who doesn't go ga-ga over the lobby at the Palmer house!  What a beaut!  So we sat up on the sort of balcony and had a tray of finger sandwiches served to us.  Most were really good.  The tea was a nice selection.   I got an excellent pot of jasmine tea.  Then we got a tray of delicious desserts.  We were stuffed by the time we left.  Nice ambiance, nice food.  Fun!",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
10-Mar-11,ujZKP6dJ44YTsKy,JY6IepgSDkESrtMl1GCD_Q,"Considering this place is a 4 star hotel, I was slightly disappointed with the room decor. The hotel lobby area was so grand and beautiful. I was sure the rooms would be just as nice. Unfortunately, I was slightly let down once I walked into my room. The lighting could've been a lot better, the bathroom door didn't close correctly, and the TV they had was probably the oldest TV I've seen in a hotel room in a while (it wasn't even a flat screen...WTF?). I don't like how these ritzy type hotels charge for internet. I mean, if you're going to charge us that much for a room, at least provide us with some internet so we can get work done, check our emails, Yelp...you know? But other than that, I was comfy in my room. Location was great, next to Millennium Park, short walk from the Cultural Center and Art Institute, and a bunch of restaurants nearby. There was also an entrance to the subway line right in front of one of the hotel entrances. I'm not quite sure if I'd stay here again. Depends on the neighborhood and prices and everything. I wouldn't say that I would never consider this place again, but maybe I'll check out something new if I were given the opportunity.",3,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
14-Jun-11,m1bU9zmiYgfe0YlLd07KTA,UoEp9-y4qUDDIP4ym2Z5Mw,"My husband loves this place, hence our stay. I've been three times and the lobby is a wonderful place to people watch and hang out. Most of the rooms have been updated, which is also nice. It's about a mile from the more popular stores on the strip, so if you're a walker you'll like that, if you're not that won't be so fun. It's a nice stay, nice staff and a Starbucks on the street level. I'll stay again.",4,0,1,0,N,2m_KBLL9Bk_dwZ5n5b11nw
18-Jan-12,CRxlBqE9mhRX7vHMdkJJvA,p6nBKyT9Y_pFJ1WxVEowwA,"Really nice hotel. One block from Millenium Park. We stayed here for 2 nights and it was a really convenient location. Close to a bunch of subway stops. In the Theatre District, you will be able to soak up a lot of history just walking around the hotel itself. The hallways are filled with pictures of performers from days gone by. The furniture is all really nice and fits the decor of the hotel. There's a couple restaurants that we did not get to try, but I'm sure they're pretty good. I'm sure they're probably pretty expensive as well. All the staff was really nice and would not hesitate to stay here again.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
02-Sep-11,wezMM1l7,3Rh4z7OoZQoH6LXgh783YA,"This place was disappointment to say the very least. At first glance it looks grand and ornate, but don't look too closely or you will be sorely disappointed. Front desk check/reception was rude, arrogant and reluctant to be helpful. Did I mention RUDE? On a positive note, the housekeeping staff was first class, professional and very helpful. In my humble opinion, the housekeeping staff should switch positions with the front desk employees and this place would be, without a doubt, five stars. I will avoid Hilton's whenever possible. Based on rudeness and arrogant front desk , I would have given a minus star if I knew how.",1,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
17-Jan-12,S8aGCEa5mFGZyIbc6Xq1lQ,uRzy7KZwZk0Ujhlhsedlhg,"The lobby is gorgeous and was beautifully decorated for the holiday season. great location, central to many things and easy to get around on foot. you have to pay for parking, which is about $20 a nite, which adds up. the hotel rooms arent as grand as the outside of the hotel. the first nite, we had problems with the bathroom sink. but the beds are comfy. there's a starbucks down below.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
28-Jun-12,LpS2C0p46wgfQvBq9agCWA,tzIGbmBLl63kjOGSOJH7Ng,"We recently hosted our daughter's wedding at the Palmer House Hilton, in their Honre Ballroom.  Jane Himmel, Senior Catering Manager, is unequaled in her professionalism.  The event was wonderful thanks to her guidance and the food was out of this world!  Everything was handled from the beginning and we were able to enjoy the event, confident that all the details would be handled.",5,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
14-Feb-11,Vl7HBXEWCLrn5uK1WXy7Pg,rjdkZMybLtJfoAGW7RZ0mw,There are no major complaints on this hotel that I have. And I did enjoy the pool and hot tub. Our stay was short and we enjoyed the staff and cleanliness. We have traveled to several bigger cities that provide free internet and health club in the rate. I was expecting more from this hotel. Some other minor annoyances leaves me feeling underwhelmed. I'll try somewhere else next time.,3,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
04-Jan-10,LCq8Yn9mIpXsMFtmDqROHw,jO44Apni7iJZVVK4HQ60tA,"This gets 4 stars instead of 3 because I am in absolute, mad, historically infused love with the lobby and the building.  This is a grand dame.  The lobby and ballrooms are the stuff of guilded age fantasy-- Tiffany doors, lots of gilding.  I just finished reading ""Devil in the White City"" so I enjoyed the continuing history lesson.   Although I did not partake of the restaurants, the high tea looked adorable and the bars looked elegant and pleasant.  They have a Starbucks downstairs!! The staff was increadably nice and helpful. The beds were very comfortable, piled with high quality pillows and down comforters and laid out with soft, high thread count sheets.  They were wonderful and relaxing.  The room was large, pretty and clean.   The price was not bad-- $118 for a king sized room on New Year's Eve weekend, using our AAA discount. Problems: the noise and the bathrooms.  Our room was near the El, so we enjoyed a muted whoosh every 15 minutes or so.  The windows were double paned, so it sounded like a very heavy gust of wind, rather than a Blues Brothers tenament teeth rattling.  The walls were not soundproof, so I know when our neighbors used the loo or when the maid pulled the cart down the hall.  Also the bathrooms were very small.  Very, very small.  And spartan.  Certainly not fitting with the rest of the place. Also, bring change.  There are no coffee makers, and the $2.50 soda machines don't like dollars.",4,6,5,1,N,2m_KBLL9Bk_dwZ5n5b11nw
16-May-09,Pda9htt4m3mrODWCF42Zcg,VatZipEmv3Wx5iQK0QL-pA,"Absolutely gorgeous hotel "" the longest continuously operating hotel in North America"" with lots of stories to tell The bellhop Steve was extremely helpful and a super nice guy... Nicolas, a part of the cleaning staff was very friendly and went far beyond his job duties   He gave me a quick tour of the hotel and shared some of its history with me... the empire room is a sight to see and the lobby should be on any tourists must-see list The rooms are a bit small and like has been said earlier, the walls are thin but I only paid $75 a night on priceline for a hotel that is as centrally located as can be",4,5,5,3,N,2m_KBLL9Bk_dwZ5n5b11nw
30-Jun-09,04lAmB,yZyUc9ChBerAAeUY8ygSfw,"Grande- with the extra 'e' at the end. Stayed 4 nights. Room: Large. But that might not be what you get. The building is sliced up somewhat asymmetrically. I sprayed the walls with Luminol like on CSI and didn't find any arterial spatter or jizzola. (that would be funny and gross) Clean and tidy except for a squished mosquito on the wall. Quiet despite being right on the main drag AND next to the 'el' train. Staff is professional and helpful. Skip the restaurant for breakfast. And probably skip it for dinner. The Bar and Lounge are the pits. Borrrring alcohol selection. Dullsville. Dog whiz on tap.  A hotel as nice as this serving mass market Scotch is sinful. Pool is a disappointment because 1) it's small, and 2) because the chlorine is so scortchingly strong! I used to have nipples but they got bleached off. Hot tub- Good. I hung out with 8 guys from the American Gay Volleyball Assoc.. They were a little nervous with a straight guy in there, but I told 'em I was from San Francisco and they relaxed right away. Plus I know which pocket not to put the orange handkerchief. That won me some points. If you like to have yourself photographed, this is the place for it. No matter where you stand, you'll look good. Weddings seem to occur every 15 minutes. Cons: - It's big and tall. I forgot my sunglasses in the room and if fell like a 2k run back to get 'em. - The Hilton chain buffed away some of the charm. The sucky bar, the Charfucks in the basement. Stuff like that. - The period this hotel flourished in feels done and gone. They need a jazz trio playing real jazz in the lounge. Bonus tips. The fireplace in the room isn't real. Don't burn your free copy of USA Today in there.",4,4,5,8,N,2m_KBLL9Bk_dwZ5n5b11nw
12-May-07,LnZ6EZBdviLT6Shf5GjQnw,V7N4zvbBz4xz_NCTRm-yfA,"If you're looking to spend a lot of time in your room, you probably won't like the Palmer House. The rooms are fairly small, though certainly clean and well appointed. I stayed in a single room -- which is to say it had one double bed -- and it probably wasn't much bigger than your bedroom at home. Depends on your home, of course. And it's hard to judge, since in addition to the bed, there was a desk with a chair, a no-longer-in-service minibar, a side table, and an armoire with a TV. More furniture than would fit in my bedroom. But I digress. I've seen single rooms with king sized beds that were larger than this, and the double rooms are quite a bit larger. But if you're staying in downtown Chicago, what are you doing staying in your room? So what if it's small -- it's within walking distance of everything. Get out! Also, the Palmer House has an honest to goodness lobby, where you can sit and relax and have a drink and even eat, depending on the time of day. And it's a huge and beautiful lobby. So if your room is small, but you don't want to leave the hotel, and you aren't completely afraid of other people, hang out in the lobby. The Palmer House was built at a time when people socialized. They enjoyed it, even! Socialize. The registration area is surprisingly tiny, and the hotel is undergoing renovations, so only one entrance is available (on Monroe) and some areas are blocked off. The hotel is a destination spot for proms and business meetings/conventions/seminars, so be prepared for some congestion. And elevators are slow. But these are minor quibbles in a grand old hotel. Don't expect the latest Vegas luxury resort, and you'll be fine. An historical side note: the chef at the Palmer House invented the brownie, more than 100 years ago. The Palmer House still sells their signature brownies. At 10 bucks a pop. I passed.",4,6,2,1,N,2m_KBLL9Bk_dwZ5n5b11nw
02-Feb-09,xZptrZkDY5Jrrvx9OEx2Gw,C_r9sUAIfFrDu-LpQSQmTg,"I would live here if I could..okay, maybe not... but Palmer House Hilton has been the venue for a number of conventions and events I've attended and every time I'm here, I never want to leave!   This hotel is classy and worldly.  Not pretentious classy, more sophisticated, aesthetically pleasing and I feel like I'm on vacation in early 20th century Europe.   I just love the majestic ambiance of the entire hotel- the ballrooms, conference centers, and lounges are beautifully classic! The facilities are gorgeous (and squeaky clean).   I was here one week for a work convention, and the next weekend for the White Sox fest.   My every experience here is magical, no matter what the occasion is! My imagination has a lot of fun here, which it doesn't get enough of as an adult:)",5,4,4,4,N,2m_KBLL9Bk_dwZ5n5b11nw
26-May-11,ejIQYg-1H-sGZcpgCXMMkQ,fALT_1SczGNXWp0RLv_pKg,"The Palmer House is absolutely amazing. Because I get a specialty discount, I was able to stay there twice for $110 a night for our anniversary. Living in Chicago, it's important to have a place in town where we can go and just have a great experience and feel like we're on vacation. Whenever a family member from CT is coming to visit, I always recommend them to stay here. In fact, my parents are coming in a few weeks and they'll be staying for just $217 a night which is really great for downtown hotel. When you first walk into the Palmer House, the first thing you are greeted with is a beautiful lobby, high ceiling painted like the sistine chapel. This lobby is gorgeous and I don't think I've ever seen one like it anywhere else. There is a bar and restaurant attached and both are very high end. Upstairs, the rooms are spacious and funny enough even smell really good! I don't know, but something about the whole place just feels rich. The bathrooms are all granite and marble and everything is always clean. The pool and hot tub are immaculate and top quality, but get a little busy with families and small children. The hotel is in a great location, I think 0,0 right at the point where the streets become N and S. Anyway, its right near the park and in the busiest shopping area on State St. also not far from Block37 and the Chicago Theater. Not just a great hotel - amazing hotel. Good enough for even Chicago residents to stay at for a night away.",5,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
16-Nov-09,ZAzL4jY43JDp0LhreidTrw,rV6r9Fd6eneEanxuComVCA,"Hotwire landed me here for $75/night.  Since I wanted a Loop hotel that wasn't a hooker hotel but still within my ""work is NOT paying for this"" budget.  So I was not unpleased that I'd be staying here.  My grandparents' best friends had honeymooned here, so it had some third-hand nostalgia going for it.  Throw in a fab location, and I was thrilled when I walked in. If the hotel were a person, it'd be old-money.  (Like the cranky great-aunt you hope to inherit from.)  But like old-money, there's some rust around the edges.  The lobby is amazingly gorgeous.  No hands down.  The guest rooms... kinda small and shabby, for a Hilton.  The closet and bathroom were tiny.  There was only about a foot of clearance betwixt door and dunny in the loo, and that doesn't really work.  There was only about 6"" of vanity space on either side of the sink.  I'm sure this was standard when the place was built, and it's modern standards that have changed.  But still.  It's a bit cramped, and it was just me in the room. Realistically, it's an older building, and a skyscraper at that, which is going to entail lots of structural support to work around.  Revamping the guest rooms would probably entail knocking down walls and re-doing entire floors, which would be disruptive to other guests, a loss of revenue, and there'd be fewer rooms available in the end.  (I think.  I'm a CPA, not an architect, but to my amateur eyes, it does not look like it'd be an easy remodel.)  Sorry.  HGTV moment.  Where was I?   Also like old money, this place can be cheap in irritating ways.  $15 (or more) for internet in your room, and wired at that, so no surfing while sitting in bed.  $7 for an hour for internet in the lobby.  WTF?  On the one hand, if I lived in Chicago, and the lobby had free internet, I'd be inclined to take up space there quite often.  On the other hand, $7 for an hour of internet in the lobby??   I've never been somewhere where internet in the lobby came at a price.   (There was too much stone for my T-Mobile smart phone to get any signal.  Which meant I missed a couple calls.  Grr.) Thanks to Yelp I was forewarned about early check-in fees and late check-out fees.  I was honestly surprised that storing my luggage didn't come with a fee.   I didn't interact much with the staff, but they seemed very professional, especially at the front desk.  (I'd put my hotel room keycard behind the magnet closure in my purse, so I had to get it re-programmed at 1:00am.  They asked for ID, which is reassuring, for safety reasons.) I'm glad I came here, at least once.  The public areas are beautiful, and I like pretty architecture.  I probably wouldn't seek it out again as a place to stay, though.  I would, however, definitely be willing to meet people in the lobby for cocktails.  As long as we didn't expect to use our cell phones to find each other.",3,3,3,5,N,2m_KBLL9Bk_dwZ5n5b11nw
28-Jan-10,BdGSipi3nBmbrWDV,uL-ECTF9PumWkzxHScw-QA,"I reviewed my reviews and can't believe I'd never reviewed this place.  This is my favorite place to stay in Chicago.   It is absolutely stately.  I feel like I'm staying with ""history and elegance"" every time I'm here.  I get a nice corporate rate.  You can't beat the location, so close to the El.  The other reviews do a nice job of describing the beauty. Finally, please pay attention to this simple tip: Get your Hilton Honors number before you stay here and be sure you present it before you check in, everytime.  The points add up quick in a high dollar place like this.  Once you get Diamond status, you are comp'd to the Executive Level, where you get free breakfast and evening hors d'oeuvres.  You get your own elevator (down stairs) that goes express to the upper levels.  The view of the lake is phenomenal from the breakfast room. This is a grande dame from another era, still breathing life into the Loop.  Stay here once, regardless of the cost.",5,5,3,1,N,2m_KBLL9Bk_dwZ5n5b11nw
15-Sep-08,naSulcC1TyQFnk6BEbN1jw,t903_es-gp3abvdrIQutQA,"This hotel is absolutely fantastic! In every possible way. Despite the fact that the main lobby was closed due to the fact that they were completely stripping it and renovating it, I still had an amazing, two-night stay there with my father, my cousins and their 2 dogs. Yep, dogs. They are pet friendly there... The rooms are gorgeous and the beds extremely comfortable. The carpet is dark in the bedrooms which is awesome because it absorbs the light although the marble floors in the bathrooms are really, really cold. The hallways air conditioned to perfection and the elevators are numerous... I counted 11 when I was there two weeks ago. Absolutely nuts, but in a good way. The concierge staff is friendly and the bar is well stocked. Speaking of the bar, the sitting area and the entire bar room is breathtakingly beautiful. Absolutely gorgeous! I cannot wait to return to Chicago and hopefully stay there in the future. This is one of America's fine hotels. And it shows.",5,4,3,0,N,2m_KBLL9Bk_dwZ5n5b11nw
